AlbumOfTheYear,Texel,Metropolitan
AlbumOfTheYear,AURORA,MUSIC FOR THE FREE SPIRITS
AlbumOfTheYear,Quelle Chris,Q​-​Mixes Vol. 3
AlbumOfTheYear,Automat / Shcuro,Acid Avengers 017
AlbumOfTheYear,slowthai,TYRON
AlbumOfTheYear,Black Dresses,Forever In Your Heart
AlbumOfTheYear,JPEGMAFIA,EP2!
AlbumOfTheYear,Black Country, New Road,For the first time
AlbumOfTheYear,PewDiePie,Coco
AlbumOfTheYear,CHUNG HA,Querencia
